,ABCD2,ABCF2,ABI1,ABL1,ABR,ACAA1,ACAT1,ACE,ACP2,ACSL3,ACSL6,ACSS2,ACTA2,ACTC1,ACTN2,ACTR2,ACVRL1,ADAM15,ADD1,ADSL,AFF1,AHCY,AIFM1,AK2,AKAP10,AKT1,AKT2,ALAS2,ALDH18A1,ALDH2,ALDH3A2,ALDOC,ANKH,ANKRA2,ANP32E,AP1G1,AP2M1,APC,APLP1,APPBP2,ARCN1,ARF1,ARF4,ARF6,ARHGAP4,ARHGAP5,ARHGDIA,ARHGEF12,ARL2BP,ARPC2,ARRB2,ASF1A,ASNS,ATF1,ATF3,ATP1A1,ATP1A3,ATP2A2,ATP5B,ATP5G1,ATP5J,ATP5L,ATP6V1B1,ATP6V1D,ATRX,AXIN1,BANF1,BAZ2A,BCL10,BCL11B,BCL2,BCL2L11,BCL3,BCL6,BCR,BIRC3,BMP2,BMPR1A,BPGM,BRAF,BRCA1,BRCA2,BUB1B,BUB3,C1QBP,CA2,CAB39,CALD1,CALR,CALU,CANT1,CAP2,CAPG,CAPZB,CASP1,CASP2,CASP3,CASP4,CASP6,CASP8,CASP8AP2,CBFA2T3,CBL,CBLB,CBS,CBX5,CCK,CCL5,CCNB2,CCND1,CCND2,CCND3,CCNE1,CCNF,CCR2,CCT2,CCT3,CCT4,CCT5,CCT6B,CCT7,CD274,CD34,CD36,CD37,CD4,CD48,CD59,CD69,CD74,CD79A,CD79B,CD86,CD8A,CDC20,CDC25A,CDC42,CDC42EP4,CDC5L,CDC6,CDCA3,CDH1,CDH11,CDH2,CDK4,CDK5R1,CDK6,CDKN2A,CDKN2C,CEBPG,CENPE,CENPF,CFTR,CHAF1A,CHEK2,CIITA,CLCN3,CLP1,CLTC,CNBP,CNDP2,CNOT2,CNTRL,COIL,COL1A1,COL5A1,COL6A1,COL6A3,COPB1,COQ3,CORO1A,COX6C,COX7A1,CPB2,CREBBP,CRLF2,CS,CSF1,CSF2RB,CSF3,CSF3R,CSNK2B,CSTF2,CSTF3,CTH,CTNNB1,CTSC,CTSK,CTSS,CUL1,CUL5,CXCR4,CXXC1,CYBB,CYFIP1,CYLD,DBP,DCN,DCPS,DCT,DDB2,DDIT3,DDX10,DDX25,DEF6,DEK,DES,DHCR7,DHPS,DHX15,DIABLO,DLAT,DLD,DLG5,DLGAP5,DMC1,DNAJA4,DNAJB1,DNTTIP2,DR1,DSC2,DSCC1,DTX1,DTX2,DTYMK,DUSP4,DVL2,ECD,ECM1,EDAR,EDC4,EDEM1,EED,EFEMP1,EFNA1,EFNA5,EGF,EGFR,EGR2,EIF1AX,EIF2S1,EIF2S2,EIF2S3,EIF3J,EIF4A2,ELF4,ELK4,ELL,ELL2,ELN,ENG,ENO3,EPB42,ERBB2,ERCC2,ERCC3,ERCC4,ERCC5,ETV1,ETV4,ETV5,EWSR1,EXOSC10,EXOSC7,EXOSC9,EXT1,EXT2,EZH1,EZH2,EZR,F3,F8,FAM46C,FANCC,FAS,FBL,FBLN2,FBN1,FBXW7,FCGR2B,FEN1,FEZ1,FGFR1,FGFR3,FH,FKBP1A,FKBP2,FKBP4,FMOD,FOXC1,FOXJ2,FOXO1,FOXO3,FOXO4,FSTL1,FUS,FZD8,GAA,GALNT1,GAPDHS,GATA1,GATA3,GBF1,GCK,GEMIN4,GGA2,GINS2,GLA,GLUD1,GMPPA,GMPPB,GMPS,GNAS,GNB2,GNB4,GNGT2,GPC3,GPC4,GPD1,GPD1L,GPHN,GPI,GRWD1,GSPT1,GSS,GSTO1,GTF2H3,GUCY1B3,GUK1,GYS1,H2AFV,H2AFZ,HCCS,HCLS1,HERPUD1,HES1,HEY1,HIRA,HIST1H1C,HK1,HKDC1,HMBS,HMGA1,HMGB2,HMGB3,HMGCL,HMGN2,HNF1A,HNRNPA2B1,HNRNPR,HOMER1,HOOK3,HOXB1,HOXD11,HPRT1,HRAS,HRG,HSP90AA1,HSP90AB1,HSPA2,HSPA4L,IARS,ICAM1,ID1,ID2,IDE,IDH1,IDH2,IDH3A,IFNGR1,IKZF1,IL10,IL10RA,IL12RB2,IL16,IL2,IL27RA,IL4R,IL6ST,IL7R,ILF3,IMP4,IMPA2,INHBA,IRF2,IRF4,IRF5,ISL1,ITGA2,ITGA5,ITGA6,ITGAL,ITGAM,ITGB2,ITGB7,ITIH1,ITK,JAK1,JAK2,JUN,KARS,KATNA1,KCNN4,KHSRP,KIF11,KIF22,KIF2C,KIF5B,KIFAP3,KIT,KLC1,KLF1,KLF4,KLF6,KLK2,KPNB1,KPTN,KRT1,LALBA,LAMA3,LAPTM5,LAT2,LBR,LCK,LCP1,LGMN,LIFR,LMO2,LRMP,LSM4,LSP1,LTA4H,LTBP1,LUM,MAF,MAFB,MAML1,MAML2,MAP4K2,MAPRE3,MAPT,MARK2,MCM4,MCM5,MCM6,MCM7,MDH1,MDM2,MED13L,MED24,MEF2A,MEF2C,MEIS2,MET,METTL3,MFN2,MGP,MID1,MID1IP1,MLF1,MLH1,MLLT10,MLLT11,MLPH,MPHOSPH10,MRPS18B,MRTO4,MSC,MSH2,MSN,MSX1,MTF2,MTHFD1,MUC1,MVD,MVK,MXD1,MYB,MYBL2,MYC,MYCN,MYD88,MYF6,MYH11,MYH2,MYH9,MYL1,MYO1E,MYOG,NAB2,NAP1L1,NAPA,NASP,NBN,NCAPD2,NCAPH,NCBP1,NCBP2,NCK1,NCK2,NCOA4,NDP,NDRG1,NDUFS1,NDUFV2,NF1,NF2,NFE2,NFE2L2,NFIB,NFKB2,NFKBIA,NFKBIE,NFYA,NFYB,NIN,NME4,NMI,NMT1,NNT,NOC4L,NOD1,NOD2,NOL3,NOTCH1,NOTCH2,NOTCH3,NPC1,NPHS1,NPM1,NR0B2,NR1I2,NR4A1,NR4A3,NRIP1,NTF3,NTHL1,NTRK3,NUMA1,NUMB,NUP107,NUP153,NUP205,NUP93,NUP98,NUSAP1,NXF1,OCRL,OGDH,OMD,P4HA1,PA2G4,PAICS,PAK1,PAK3,PARP2,PAX3,PAX4,PAXIP1,PC,PCBD1,PCM1,PCNA,PCNT,PCYT2,PDCD1LG2,PDE4DIP,PDGFB,PDGFC,PDGFRB,PDHA2,PDHB,PEBP1,PER1,PEX12,PEX13,PEX14,PEX16,PEX6,PFKFB1,PFKM,PGAM2,PGD,PGK2,PGLS,PGR,PHGDH,PICALM,PIK3CA,PIK3R3,PIM1,PIN1,PKLR,PLAC8,PLAG1,PLOD3,PLSCR1,PML,PMM2,PMS2,PNO1,PNRC1,POLA1,POLA2,POLD1,POLD3,POLD4,POLE,POLE3,POLR2C,POLR2D,POLR2E,POLR2H,POLR2J,POLR3C,POMC,POP4,POR,PPARA,PPARD,PPARG,PPARGC1A,PPAT,PPIA,PPIB,PPIF,PPM1A,PPM1B,PPOX,PPP1CA,PPP2CB,PPP2R2C,PRDM1,PREB,PREP,PRF1,PRIM1,PRKAB1,PRKAR2B,PRMT2,PRPF3,PRPS2,PRRX1,PSAT1,PSEN2,PSIP1,PSMA1,PSMA4,PSMA7,PSMB2,PSMB3,PSMB5,PSMC2,PSMC3,PSMD1,PSMD13,PSMD3,PSMD7,PSME2,PTCH1,PTEN,PTPN11,PTPN2,PTPRC,PYCR1,RAB2A,RAB4A,RAB5A,RAB9A,RABEP1,RAC1,RACGAP1,RAD21,RAD23A,RAD23B,RAD51AP1,RAD51C,RAD52,RAE1,RAF1,RALA,RALB,RALBP1,RALGDS,RAP1GDS1,RARA,RB1,RCL1,REL,RET,RFC1,RFC2,RFC3,RFC5,RHOD,RHOH,RNASEH2A,RNF11,RNF213,RNF4,RNH1,RNMT,ROS1,RPA1,RPA2,RPA3,RPL18,RPL22,RPL34,RPN1,RPS12,RPS27L,RRM1,RSU1,RTN1,RUNX1,RXRG,SAC3D1,SAP30,SATB1,SCG3,SCHIP1,SDC4,SDHB,SDHC,SDHD,SEC11A,SEC14L2,SEC61A1,SEPT9,SERBP1,SERP1,SERPINB8,SERPINC1,SET,SFPQ,SH2B3,SH3GL2,SHMT2,SHOX2,SKIV2L2,SLA,SLBP,SLC22A1,SLC25A1,SLC25A4,SLC30A5,SLC35B2,SLC7A2,SLIT2,SMAD1,SMC1A,SMC2,SMC3,SMC4,SMPDL3A,SMURF2,SNAP25,SNCA,SNRPA,SNRPA1,SNRPB,SNRPD1,SNRPD2,SNRPD3,SOD1,SOX3,SPAG5,SPARCL1,SPOP,SPRY2,SPSB1,SRF,SRM,SRP14,SRP9,SRSF3,SS18,SSR1,STAG1,STAG3,STARD7,STAT3,STAU1,STIL,STRN,SYK,SYNCRIP,SYNGR1,SYNJ1,SYTL2,TAF10,TAF6,TAF9,TAL1,TALDO1,TANK,TAPBP,TARDBP,TBRG4,TCEA1,TCF7L2,TCL1A,TCP11,TDO2,TFPI,TFRC,TGFB1,TGFBR3,TGFBRAP1,TGIF1,TGM1,TH,TIMM50,TIMP1,TK1,TLE1,TLE4,TLR1,TLR2,TLX1,TMED2,TMPRSS2,TNC,TNFAIP3,TNIP1,TNIP2,TNNT1,TNNT2,TNP1,TNPO2,TOP1,TP53,TP53INP1,TPM3,TPM4,TPRKB,TRAT1,TRIM21,TRIM33,TSC1,TSC2,TSC22D1,TSTA3,TTK,TUBA3C,TUBB2B,U2AF1,UAP1,UBA2,UBE2L3,UBE2L6,UBE2N,UBQLN1,UBR7,UGP2,UNG,UPB1,UPF1,UPF3B,UPP1,UROD,USO1,USP12,USP14,VDAC2,VDR,VHL,VLDLR,WAS,WASF1,WASF2,WDR33,WDR37,WDR43,WDR74,WIPF1,WRN,WWP1,WWTR1,XPC,XPO1,XPOT,XRCC5,XRCC6,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,ZBTB16,ZBTB17,ZEB1,ZFP36,ZFP36L1,ZW10,ZWINT,ZYX
TCGA-A5-A0G3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10764438350446258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09016813785460107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07140276671967129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08050649052850006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2728220768379117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1704964075292508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-A5-A0G5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05790239310400619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024702903528476396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025228162618017465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04259286096343706,0.0,0.0,0.0,0.061630478756425876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0315764126218182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05332131033420592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05785167567938955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06526415981617563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0505206499749896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
