2.412558660075426187e-01	1.295978946008656818e+00
-9.168135780271635671e-01	-1.456951752586605142e+00
-1.227250958237619871e+00	-3.641146375812073233e-01
-1.290599134835926920e+00	-1.107465785551660975e+00
2.213406023383889032e+00	1.836647394537419986e+00
1.864892758782336291e+00	-1.696816886952642878e-01
9.400132620260601701e-01	1.265467826846293109e+00
6.434349993749605146e-01	5.671242084663817851e-01
2.556614257933708778e+00	2.340257838286745162e+00
2.270721395691704947e-01	-1.398556992664532705e+00
-5.803450699269904201e-01	1.137277407714991195e+00
-4.034593758579105849e-01	-7.693598327129465009e-01
9.772963438020993987e-01	-3.070110095032848596e-01
-2.941632721823791985e-01	2.665581490607306092e-01
-5.598544617810425894e-01	-7.976402155792794435e-01
-6.978537243472610063e-01	-8.252443088046117481e-01
2.932923423224952586e+00	2.363005569370086878e+00
8.717237172191659722e-01	-1.264213143667576755e+00
9.592650726215062873e-02	1.125690026205292460e+00
4.315325661288988979e-01	3.932446941492784981e-02
1.403817719929252528e+00	1.071484987050252746e+00
-4.668296014938295296e-02	-7.165399579048058465e-01
-1.224849223551507382e+00	4.615198014032986795e-01
-3.409268061584910248e-01	-5.751091064058923008e-01
2.745244185677154558e+00	2.645673322055201115e+00
1.634854725615239035e+00	7.817273383182866686e-01
4.081104059867288192e-01	9.208352805750884551e-01
6.492641833236280080e-01	2.425673914069989556e-01
-1.028229186386545591e+00	6.924996148175064370e-01
-1.092164848575971181e+00	-3.661974906826865883e-01
1.868918193346146062e+00	1.002740603607450570e-01
-5.710504278971993974e-01	7.799217212989344172e-02
1.189846564515361305e+00	3.454096600866480848e-01
-3.598058682386325868e-01	-7.462336742239424059e-02
-6.727495749673808589e-01	-3.593930840116936198e-01
-6.541432775531613730e-01	-1.394708410373952434e+00
-8.435806089210493575e-01	-5.320347671604240825e-01
-1.343168417307025964e+00	-5.498147079754025501e-01
-1.356521149705333773e+00	-9.533683402734565160e-01
-1.228452533759875731e+00	-1.517060973238332888e+00
9.863457083722103613e-01	1.597013672111464055e+00
-6.459245979120830095e-01	-1.505091600090784576e+00
-1.242194027044538185e+00	1.640761046275590607e+00
-4.891702541297363038e-02	-1.158426074533592587e+00
